Places,Population,radius(in m), time(in next 20 minute) ,Average Priority Of accident,Covid Cases,Accident Probability
1005,3184,700,0.65,5,234,0.265410156
1005,3184,700,0.67,7,254,0.264016352
1005,3184,700,0.68,8,241,0.256235938
1005,3184,700,0.69,5,275,0.264812811
1005,3184,700,0.71,10,244,0.258082729
1005,3184,700,0.72,3,275,0.266306173
1005,3184,700,0.74,9,231,0.268222653
1005,3184,700,0.75,2,275,0.259882229
1005,3184,700,0.76,4,213,0.267264413
1005,3184,700,0.78,2,254,0.261057007
1005,3184,700,0.79,2,229,0.258821943
1005,3184,700,0.81,10,277,0.253030189
1005,3184,700,0.82,2,229,0.263080512
1005,3184,700,0.83,3,267,0.260803136
1005,3184,700,0.85,2,208,0.267349037
1005,3184,700,0.86,8,264,0.265965188
1005,3184,700,0.88,10,234,0.258423713
1005,3184,700,0.89,1,275,0.25702742
1005,3184,700,0.9,8,221,0.258179797
1005,3184,700,0.92,1,254,0.255310054
1005,3184,700,0.93,2,252,0.261156565
1005,3184,700,0.94,8,264,0.258154908
1005,3184,700,0.96,7,206,0.262097382
1005,3184,700,0.97,10,264,0.252848497
1005,3184,700,0.99,9,216,0.26196298
1005,4105,800,0,10,344,0.325736052
1005,4105,800,0.01,6,305,0.331582436
1005,4105,800,0.03,3,361,0.319610672
1005,4105,800,0.04,1,262,0.336099669
1005,4105,800,0.06,8,354,0.319899073
1005,4105,800,0.07,6,315,0.326190597
1005,4105,800,0.08,8,328,0.321359885
1005,4105,800,0.1,7,321,0.337798725
1005,4105,800,0.11,8,351,0.329795606
1005,4105,800,0.13,1,305,0.330118489
1005,4105,800,0.14,5,338,0.328560498
1005,4105,800,0.15,9,282,0.330663943
1005,4105,800,0.17,9,361,0.331695289
1005,4105,800,0.18,8,305,0.326018184
1005,4105,800,0.19,8,357,0.328052662
1005,4105,800,0.21,1,318,0.331939802
1005,4105,800,0.22,2,338,0.320739197
1005,4105,800,0.24,1,308,0.327902192
1005,4105,800,0.25,6,348,0.332927261
1005,4105,800,0.26,4,325,0.322648284
1005,4105,800,0.28,4,344,0.333068327
1005,4105,800,0.29,7,275,0.325557369
1005,4105,800,0.31,3,354,0.329535418
1005,4105,800,0.32,7,292,0.329388083
1005,4105,800,0.33,1,334,0.333428828
1005,4105,800,0.35,3,295,0.318002525
1005,4105,800,0.36,2,341,0.324707841
1005,4105,800,0.38,10,282,0.323770539
1005,4105,800,0.39,6,357,0.335375532
1005,4105,800,0.4,8,292,0.318021334
1005,4105,800,0.42,10,361,0.33690531
1005,4105,800,0.43,6,288,0.328074606
1005,4105,800,0.44,6,357,0.337585559
1005,4105,800,0.46,5,321,0.331779928
1005,4105,800,0.47,7,344,0.320968036
1005,4105,800,0.49,3,295,0.320196878
1005,4105,800,0.5,6,341,0.322576184
1005,4105,800,0.51,2,318,0.333159236
1005,4105,800,0.53,3,351,0.318118512
1005,4105,800,0.54,1,325,0.329886515
1005,4105,800,0.56,9,344,0.333218797
1005,4105,800,0.57,10,311,0.318532304
1005,4105,800,0.58,6,351,0.328212537
1005,4105,800,0.6,10,308,0.335206254
1005,4105,800,0.61,5,338,0.319080893
1005,4105,800,0.63,7,266,0.33653227
1005,4105,800,0.64,9,331,0.319673368
1005,4105,800,0.65,8,266,0.331817545
1005,4105,800,0.67,8,348,0.331084005
1005,4105,800,0.68,9,308,0.326071475
1005,4105,800,0.69,3,354,0.320573053
1005,4105,800,0.71,9,328,0.330607516
1005,4105,800,0.72,4,348,0.330131028
1005,4105,800,0.74,4,311,0.319758007
1005,4105,800,0.75,1,334,0.326786207
1005,4105,800,0.76,7,269,0.33518431
1005,4105,800,0.78,8,357,0.335422554
1005,4105,800,0.79,1,308,0.318500957
1005,4105,800,0.81,8,331,0.325312856
1005,4105,800,0.82,8,298,0.336118478
1005,4105,800,0.83,5,338,0.334877101
1005,4105,800,0.85,10,275,0.336140421
1005,4105,800,0.86,4,331,0.333588702
1005,4105,800,0.88,5,328,0.332212529
1005,4105,800,0.89,7,334,0.335591833
1005,4105,800,0.9,1,279,0.337864556
1005,4105,800,0.92,10,348,0.319999386
1005,4105,800,0.93,1,328,0.324964894
1005,4105,800,0.94,9,328,0.323225085
1005,4105,800,0.96,1,282,0.338015026
1005,4105,800,0.97,1,344,0.33458243
1005,4105,800,0.99,7,305,0.334485252
1005,5142,900,0,4,444,0.396939202
1005,5142,900,0.01,5,403,0.409343914
1005,5142,900,0.03,1,436,0.398120971
1005,5142,900,0.04,8,361,0.405451028
1005,5142,900,0.06,3,431,0.41500173
1005,5142,900,0.07,5,333,0.412526194
1005,5142,900,0.08,3,423,0.398503308
1005,5142,900,0.1,8,374,0.392362744
1005,5142,900,0.11,10,423,0.40714258
1005,5142,900,0.13,9,341,0.392250746
1005,5142,900,0.14,10,452,0.393726026
1005,5142,900,0.15,1,357,0.400086724
1005,5142,900,0.17,10,431,0.398148005
1005,5142,900,0.18,8,341,0.393212382
1005,5142,900,0.19,8,440,0.411495043
1005,5142,900,0.21,6,394,0.404377395
1005,5142,900,0.22,7,452,0.402693567
1005,5142,900,0.24,3,341,0.396356042
1005,5142,900,0.25,7,452,0.410564303
1005,5142,900,0.26,3,374,0.414059404
1005,5142,900,0.28,6,444,0.414314295
1005,5142,900,0.29,8,378,0.401538832
1005,5142,900,0.31,9,448,0.414966972
1005,5142,900,0.32,4,345,0.404180433
1005,5142,900,0.33,4,452,0.394876899
1005,5142,900,0.35,6,386,0.414665736
1005,5142,900,0.36,3,419,0.392347296
1005,5142,900,0.38,5,337,0.405203861
1005,5142,900,0.39,2,419,0.399194604
1005,5142,900,0.4,6,386,0.405269515
1005,5142,900,0.42,9,452,0.392803011
1005,5142,900,0.43,8,349,0.402376884
1005,5142,900,0.44,7,431,0.393915264
1005,5142,900,0.46,5,366,0.415171657
1005,5142,900,0.47,4,427,0.393826438
1005,5142,900,0.49,3,382,0.393919126
1005,5142,900,0.5,7,436,0.39313128
1005,5142,900,0.51,9,361,0.415569442
1005,5142,900,0.53,7,411,0.410541131
1005,5142,900,0.54,1,386,0.397649808
1005,5142,900,0.56,4,427,0.395935085
1005,5142,900,0.57,1,382,0.392243022
1005,5142,900,0.58,6,415,0.402627913
1005,5142,900,0.6,7,353,0.414557601
1005,5142,900,0.61,1,419,0.41410961
1005,5142,900,0.63,1,394,0.399685077
1005,5142,900,0.64,10,431,0.408745306
1005,5142,900,0.65,2,345,0.403856026
1005,5142,900,0.67,2,452,0.409869145
1005,5142,900,0.68,1,411,0.401253045
1005,5142,900,0.69,4,444,0.409869145
1005,5142,900,0.71,8,370,0.394830555
1005,5142,900,0.72,4,452,0.401550418
1005,5142,900,0.74,8,366,0.396576175
1005,5142,900,0.75,8,415,0.411440975
1005,5142,900,0.76,7,361,0.408892061
1005,5142,900,0.78,9,415,0.402751497
1005,5142,900,0.79,5,386,0.406957204
1005,5142,900,0.81,10,427,0.395336476
1005,5142,900,0.82,1,370,0.403411897
1005,5142,900,0.83,6,440,0.415237311
1005,5142,900,0.85,4,390,0.39474173
1005,5142,900,0.86,5,431,0.400376373
1005,5142,900,0.88,3,357,0.395811501
1005,5142,900,0.89,7,444,0.398198211
1005,5142,900,0.9,5,374,0.415218001
1005,5142,900,0.92,9,427,0.397974215
1005,5142,900,0.93,5,366,0.410714921
1005,5142,900,0.94,1,423,0.41339128
1005,5142,900,0.96,1,411,0.405563026
1005,5142,900,0.97,2,415,0.409343914
1005,5142,900,0.99,3,345,0.410320998
1005,6295,1000,0,1,533,0.475236311
1005,6295,1000,0.01,4,417,0.502474873
1005,6295,1000,0.03,5,538,0.498808503
1005,6295,1000,0.04,6,498,0.474596447
1005,6295,1000,0.06,2,538,0.475329721
1005,6295,1000,0.07,1,402,0.48858003
1005,6295,1000,0.08,9,543,0.488122318
1005,6295,1000,0.1,2,478,0.489696288
1005,6295,1000,0.11,6,543,0.475170923
1005,6295,1000,0.13,1,458,0.501069042
1005,6295,1000,0.14,9,538,0.49111146
1005,6295,1000,0.15,2,417,0.478888669
1005,6295,1000,0.17,4,533,0.490630395
1005,6295,1000,0.18,2,503,0.490163342
1005,6295,1000,0.19,5,538,0.475329721
1005,6295,1000,0.21,7,428,0.497323272
1005,6295,1000,0.22,6,548,0.477650977
1005,6295,1000,0.24,7,417,0.490009214
1005,6295,1000,0.25,10,508,0.482671803
1005,6295,1000,0.26,9,503,0.488028907
1005,6295,1000,0.28,5,538,0.493063744
1005,6295,1000,0.29,6,488,0.48474085
1005,6295,1000,0.31,10,543,0.475876174
1005,6295,1000,0.32,4,493,0.500176969
1005,6295,1000,0.33,2,528,0.49608091
1005,6295,1000,0.35,1,463,0.476572084
1005,6295,1000,0.36,3,508,0.491274929
1005,6295,1000,0.38,5,458,0.493007698
1005,6295,1000,0.39,6,508,0.486688463
1005,6295,1000,0.4,10,493,0.476459991
1005,6295,1000,0.42,2,518,0.487935496
1005,6295,1000,0.43,7,483,0.490854581
1005,6295,1000,0.44,8,513,0.486300809
1005,6295,1000,0.46,6,503,0.487846756
1005,6295,1000,0.47,8,548,0.497089746
1005,6295,1000,0.49,4,488,0.475105536
1005,6295,1000,0.5,1,503,0.491475762
1005,6295,1000,0.51,4,448,0.481345371
1005,6295,1000,0.53,10,503,0.480196419
1005,6295,1000,0.54,4,433,0.49433413
1005,6295,1000,0.56,8,523,0.47766966
1005,6295,1000,0.57,4,423,0.499116758
1005,6295,1000,0.58,9,528,0.502297392
1005,6295,1000,0.6,8,428,0.473713716
1005,6295,1000,0.61,3,523,0.501568789
1005,6295,1000,0.63,2,438,0.495394341
1005,6295,1000,0.64,10,513,0.503455685
1005,6295,1000,0.65,6,448,0.491447739
1005,6295,1000,0.67,6,513,0.49713178
1005,6295,1000,0.68,3,412,0.480252466
1005,6295,1000,0.69,8,543,0.480401923
1005,6295,1000,0.71,10,402,0.499303579
1005,6295,1000,0.72,5,528,0.476572084
1005,6295,1000,0.74,2,458,0.478001268
1005,6295,1000,0.75,6,523,0.482232773
1005,6295,1000,0.76,2,458,0.491569173
1005,6295,1000,0.78,5,548,0.502876539
1005,6295,1000,0.79,1,458,0.488794875
1005,6295,1000,0.81,6,518,0.495165485
1005,6295,1000,0.82,10,478,0.481102503
1005,6295,1000,0.83,9,513,0.474736563
1005,6295,1000,0.85,5,503,0.495436376
1005,6295,1000,0.86,7,513,0.48491833
1005,6295,1000,0.88,1,488,0.498817844
1005,6295,1000,0.89,5,538,0.492092273
1005,6295,1000,0.9,7,428,0.500060206
1005,6295,1000,0.92,6,543,0.487426408
1005,6295,1000,0.93,9,433,0.489528149
1005,6295,1000,0.94,7,503,0.491242235
1005,6295,1000,0.96,10,498,0.502586966
1005,6295,1000,0.97,8,528,0.476333887
1005,6295,1000,0.99,6,498,0.500069547
1006,94,100,0,9,3,0.033159883
1006,94,100,0.01,3,2,0.032792087
1006,94,100,0.03,2,2,0.033702558
1006,94,100,0.04,6,2,0.032847482
1006,94,100,0.06,10,2,0.032794986
1006,94,100,0.07,10,2,0.032958916
1006,94,100,0.08,8,3,0.033859402
1006,94,100,0.1,4,2,0.033297403
1006,94,100,0.11,6,2,0.03263009
1006,94,100,0.13,6,2,0.032780815
1006,94,100,0.14,9,3,0.033792735
1006,94,100,0.15,5,2,0.033547324
1006,94,100,0.17,5,2,0.034502883
1006,94,100,0.18,9,2,0.034569872
1006,94,100,0.19,6,2,0.033601108
1006,94,100,0.21,4,2,0.034016247
1006,94,100,0.22,9,2,0.034376635
1006,94,100,0.24,4,2,0.033412702
1006,94,100,0.25,3,2,0.03396826
1006,94,100,0.26,4,2,0.034181143
1006,94,100,0.28,4,2,0.034201111
1006,94,100,0.29,2,2,0.033674216
1006,94,100,0.31,7,2,0.033387903
1006,94,100,0.32,9,2,0.034373092
1006,94,100,0.33,10,3,0.033228482
1006,94,100,0.35,7,2,0.033368257
1006,94,100,0.36,5,3,0.034134122
1006,94,100,0.38,7,2,0.034614639
1006,94,100,0.39,8,3,0.032957305
1006,94,100,0.4,9,2,0.032999495
1006,94,100,0.42,6,3,0.033698371
1006,94,100,0.43,1,2,0.034698697
1006,94,100,0.44,7,2,0.033447484
1006,94,100,0.46,1,2,0.033352154
1006,94,100,0.47,9,2,0.032970188
1006,94,100,0.49,2,2,0.03270191
1006,94,100,0.5,6,3,0.033114794
1006,94,100,0.51,7,2,0.034476796
1006,94,100,0.53,6,3,0.03392768
1006,94,100,0.54,2,2,0.033441365
1006,94,100,0.56,1,2,0.032728641
1006,94,100,0.57,1,2,0.033114472
1006,94,100,0.58,7,2,0.033814636
1006,94,100,0.6,8,2,0.034319952
1006,94,100,0.61,6,3,0.034354735
1006,94,100,0.63,8,2,0.033717695
1006,94,100,0.64,2,2,0.032986613
1006,94,100,0.65,5,2,0.033616889
1006,94,100,0.67,9,2,0.033528966
1006,94,100,0.68,4,2,0.034586298
1006,94,100,0.69,3,2,0.034509325
1006,94,100,0.71,3,2,0.033421075
1006,94,100,0.72,1,2,0.033581785
1006,94,100,0.74,9,2,0.034169871
1006,94,100,0.75,3,2,0.032741845
1006,94,100,0.76,6,2,0.032932828
1006,94,100,0.78,7,2,0.034366651
1006,94,100,0.79,9,2,0.033061331
1006,94,100,0.81,10,3,0.032896757
1006,94,100,0.82,6,2,0.034413994
1006,94,100,0.83,8,2,0.033296437
1006,94,100,0.85,2,2,0.032714792
1006,94,100,0.86,7,2,0.033469385
1006,94,100,0.88,2,2,0.032873247
1006,94,100,0.89,3,2,0.033260688
1006,94,100,0.9,10,2,0.034488391
1006,94,100,0.92,8,2,0.033109963
1006,94,100,0.93,7,2,0.03442269
1006,94,100,0.94,8,2,0.034522529
1006,94,100,0.96,5,2,0.034489035
1006,94,100,0.97,9,3,0.033602397
1006,94,100,0.99,2,2,0.033801109
1006,346,200,0,9,11,0.053491493
1006,346,200,0.01,1,10,0.05101406
1006,346,200,0.03,4,10,0.052598679
1006,346,200,0.04,8,10,0.052636088
1006,346,200,0.06,6,10,0.051019547
1006,346,200,0.07,1,8,0.050778637
1006,346,200,0.08,3,10,0.052139304
1006,346,200,0.1,4,8,0.051298863
1006,346,200,0.11,10,10,0.052583716
1006,346,200,0.13,2,9,0.05277375
1006,346,200,0.14,10,11,0.053086484
1006,346,200,0.15,2,9,0.051731303
1006,346,200,0.17,4,11,0.052180204
1006,346,200,0.18,8,9,0.051351234
1006,346,200,0.19,6,10,0.053671053
1006,346,200,0.21,6,8,0.05163454
1006,346,200,0.22,7,10,0.052622621
1006,346,200,0.24,5,9,0.050684368
1006,346,200,0.25,1,11,0.051475929
1006,346,200,0.26,2,8,0.052141798
1006,346,200,0.28,1,10,0.052306395
1006,346,200,0.29,3,9,0.051918844
1006,346,200,0.31,7,11,0.051268437
1006,346,200,0.32,1,10,0.052200654
1006,346,200,0.33,8,10,0.053260059
1006,346,200,0.35,2,9,0.051650501
1006,346,200,0.36,8,10,0.052506405
1006,346,200,0.38,9,8,0.051666462
1006,346,200,0.39,6,11,0.050950216
1006,346,200,0.4,9,9,0.05346805
1006,346,200,0.42,5,10,0.053445605
1006,346,200,0.43,10,9,0.053191727
1006,346,200,0.44,3,11,0.05094473
1006,346,200,0.46,3,9,0.053468549
1006,346,200,0.47,6,10,0.052131324
1006,346,200,0.49,3,9,0.052633095
1006,346,200,0.5,8,10,0.050617032
1006,346,200,0.51,1,8,0.053750359
1006,346,200,0.53,6,10,0.051966727
1006,346,200,0.54,10,9,0.050711302
1006,346,200,0.56,3,11,0.05271689
1006,346,200,0.57,9,9,0.052810161
1006,346,200,0.58,2,10,0.053085986
1006,346,200,0.6,3,10,0.052785222
1006,346,200,0.61,1,11,0.052339314
1006,346,200,0.63,6,8,0.052093417
1006,346,200,0.64,7,11,0.052886474
1006,346,200,0.65,9,9,0.051703871
1006,346,200,0.67,8,11,0.053062543
1006,346,200,0.68,5,8,0.053633644
1006,346,200,0.69,8,10,0.053426153
1006,346,200,0.71,3,10,0.051126784
1006,346,200,0.72,7,10,0.053447101
1006,346,200,0.74,10,8,0.052190678
1006,346,200,0.75,2,10,0.05377829
1006,346,200,0.76,4,10,0.051423557
1006,346,200,0.78,2,10,0.050890363
1006,346,200,0.79,7,9,0.050917796
1006,346,200,0.81,4,11,0.052891961
1006,346,200,0.82,3,10,0.053063042
1006,346,200,0.83,10,11,0.051650003
1006,346,200,0.85,8,9,0.053648109
1006,346,200,0.86,3,10,0.053056059
1006,346,200,0.88,2,8,0.053087981
1006,346,200,0.89,7,11,0.052315373
1006,346,200,0.9,2,8,0.050766666
1006,346,200,0.92,8,10,0.051262452
1006,346,200,0.93,4,9,0.053244597
1006,346,200,0.94,6,10,0.051837044
1006,346,200,0.96,6,9,0.053692001
1006,346,200,0.97,5,11,0.052217114
1006,346,200,0.99,6,9,0.052055011
1006,728,300,0,3,22,0.07790311
1006,728,300,0.01,10,17,0.082180291
1006,728,300,0.03,7,21,0.078916631
1006,728,300,0.04,5,21,0.07929306
1006,728,300,0.06,3,22,0.078013509
1006,728,300,0.07,9,18,0.081905828
1006,728,300,0.08,1,22,0.081358434
1006,728,300,0.1,4,19,0.079663355
1006,728,300,0.11,1,23,0.079557557
1006,728,300,0.13,1,18,0.080683776
1006,728,300,0.14,10,22,0.082465488
1006,728,300,0.15,5,18,0.077908477
1006,728,300,0.17,3,22,0.08223549
1006,728,300,0.18,2,20,0.081046405
1006,728,300,0.19,1,23,0.077915377
1006,728,300,0.21,6,17,0.078251173
1006,728,300,0.22,2,23,0.081323935
1006,728,300,0.24,1,18,0.080991972
1006,728,300,0.25,9,23,0.081449667
1006,728,300,0.26,5,19,0.078406037
1006,728,300,0.28,2,23,0.082189491
1006,728,300,0.29,2,19,0.077959076
1006,728,300,0.31,6,23,0.080890007
1006,728,300,0.32,1,17,0.078762533
1006,728,300,0.33,4,22,0.078281072
1006,728,300,0.35,10,20,0.079733888
1006,728,300,0.36,9,23,0.077816478
1006,728,300,0.38,6,19,0.079450991
1006,728,300,0.39,3,24,0.080469112
1006,728,300,0.4,10,19,0.081290969
1006,728,300,0.42,2,21,0.082523753
1006,728,300,0.43,8,18,0.078205173
1006,728,300,0.44,10,24,0.077675413
1006,728,300,0.46,2,21,0.081905828
1006,728,300,0.47,6,23,0.080094983
1006,728,300,0.49,7,20,0.082284556
1006,728,300,0.5,5,23,0.078421371
1006,728,300,0.51,10,19,0.081923461
1006,728,300,0.53,3,23,0.077955243
1006,728,300,0.54,7,21,0.080689143
1006,728,300,0.56,4,24,0.079486257
1006,728,300,0.57,6,20,0.077723712
1006,728,300,0.58,4,23,0.081119237
1006,728,300,0.6,4,17,0.080811041
1006,728,300,0.61,2,22,0.081688864
1006,728,300,0.63,2,20,0.079741554
1006,728,300,0.64,3,22,0.082178758
1006,728,300,0.65,7,18,0.079183428
1006,728,300,0.67,10,22,0.081720297
1006,728,300,0.68,4,18,0.081553932
1006,728,300,0.69,6,22,0.081836829
1006,728,300,0.71,4,21,0.078644468
1006,728,300,0.72,8,23,0.080334947
1006,728,300,0.74,2,20,0.08035028
1006,728,300,0.75,5,23,0.080073517
1006,728,300,0.76,6,20,0.081872861
1006,728,300,0.78,2,23,0.07951309
1006,728,300,0.79,10,20,0.078389938
1006,728,300,0.81,2,23,0.077782745
1006,728,300,0.82,10,20,0.078660568
1006,728,300,0.83,6,22,0.078313272
1006,728,300,0.85,10,17,0.082489254
1006,728,300,0.86,3,22,0.078854532
1006,728,300,0.88,5,18,0.080459146
1006,728,300,0.89,4,23,0.081596865
1006,728,300,0.9,8,19,0.081533999
1006,728,300,0.92,10,23,0.081678131
1006,728,300,0.93,8,20,0.080551911
1006,728,300,0.94,9,22,0.078129274
1006,728,300,0.96,7,21,0.08170113
1006,728,300,0.97,9,21,0.082206357
1006,728,300,0.99,2,19,0.080760442
1006,1237,400,0,10,40,0.114155032
1006,1237,400,0.01,2,31,0.120278627
1006,1237,400,0.03,9,40,0.115503347
1006,1237,400,0.04,3,34,0.116922447
1006,1237,400,0.06,9,37,0.119402222
1006,1237,400,0.07,4,35,0.116123571
1006,1237,400,0.08,1,37,0.11453256
1006,1237,400,0.1,3,32,0.116183122
1006,1237,400,0.11,4,39,0.11927975
1006,1237,400,0.13,6,36,0.115841549
1006,1237,400,0.14,1,37,0.118031436
1006,1237,400,0.15,10,31,0.1207202
1006,1237,400,0.17,3,39,0.119095481
1006,1237,400,0.18,10,33,0.115028066
1006,1237,400,0.19,1,37,0.117823571
1006,1237,400,0.21,2,32,0.11804829
1006,1237,400,0.22,6,40,0.118123571
1006,1237,400,0.24,5,36,0.119494357
1006,1237,400,0.25,8,37,0.117175256
1006,1237,400,0.26,10,34,0.120986492
1006,1237,400,0.28,4,38,0.116793234
1006,1237,400,0.29,2,35,0.115557279
1006,1237,400,0.31,2,40,0.11874829
1006,1237,400,0.32,10,35,0.116729189
1006,1237,400,0.33,7,38,0.114546043
1006,1237,400,0.35,9,34,0.119428065
1006,1237,400,0.36,8,38,0.117626942
1006,1237,400,0.38,10,32,0.113938178
1006,1237,400,0.39,3,40,0.117749414
1006,1237,400,0.4,9,33,0.116481998
1006,1237,400,0.42,3,40,0.114623572
1006,1237,400,0.43,4,36,0.11514492
1006,1237,400,0.44,9,38,0.11494492
1006,1237,400,0.46,5,31,0.118585368
1006,1237,400,0.47,4,38,0.119343795
1006,1237,400,0.49,6,33,0.121099975
1006,1237,400,0.5,8,39,0.119208964
1006,1237,400,0.51,2,37,0.117152785
1006,1237,400,0.53,10,40,0.11873593
1006,1237,400,0.54,9,35,0.116471886
1006,1237,400,0.56,10,40,0.11404492
1006,1237,400,0.57,7,32,0.119722447
1006,1237,400,0.58,1,40,0.118359526
1006,1237,400,0.6,1,35,0.119542672
1006,1237,400,0.61,5,37,0.120028065
1006,1237,400,0.63,1,35,0.117662897
1006,1237,400,0.64,4,38,0.118995481
1006,1237,400,0.65,3,35,0.115365144
1006,1237,400,0.67,6,38,0.11799211
1006,1237,400,0.68,10,31,0.116015706
1006,1237,400,0.69,3,37,0.117133683
1006,1237,400,0.71,3,35,0.114217954
1006,1237,400,0.72,7,40,0.117740425
1006,1237,400,0.74,8,31,0.115887616
1006,1237,400,0.75,2,38,0.115308965
1006,1237,400,0.76,7,35,0.114020201
1006,1237,400,0.78,3,38,0.115199976
1006,1237,400,0.79,4,35,0.116799976
1006,1237,400,0.81,10,37,0.114861774
1006,1237,400,0.82,9,35,0.114206718
1006,1237,400,0.83,4,40,0.120673009
1006,1237,400,0.85,3,35,0.120931435
1006,1237,400,0.86,4,39,0.11456065
1006,1237,400,0.88,5,35,0.114275257
1006,1237,400,0.89,10,38,0.115581998
1006,1237,400,0.9,9,32,0.118795481
1006,1237,400,0.92,8,40,0.116634807
1006,1237,400,0.93,6,35,0.120146042
1006,1237,400,0.94,5,39,0.120601098
1006,1237,400,0.96,1,29,0.115635931
1006,1237,400,0.97,6,39,0.117079751
1006,1237,400,0.99,2,34,0.115610088
1006,1876,500,0,9,59,0.160456041
1006,1876,500,0.01,3,47,0.165024962
1006,1876,500,0.03,7,57,0.160866253
1006,1876,500,0.04,1,47,0.159671764
1006,1876,500,0.06,5,60,0.166019845
1006,1876,500,0.07,1,48,0.160452897
1006,1876,500,0.08,5,60,0.167910596
1006,1876,500,0.1,6,47,0.162735
1006,1876,500,0.11,1,59,0.168248511
1006,1876,500,0.13,3,47,0.169182098
1006,1876,500,0.14,7,57,0.160030111
1006,1876,500,0.15,4,46,0.161581375
1006,1876,500,0.17,3,59,0.163428118
1006,1876,500,0.18,5,48,0.164731055
1006,1876,500,0.19,6,60,0.166326326
1006,1876,500,0.21,10,49,0.166840271
1006,1876,500,0.22,5,61,0.159395146
1006,1876,500,0.24,7,47,0.16535659
1006,1876,500,0.25,6,57,0.166917284
1006,1876,500,0.26,4,56,0.165309439
1006,1876,500,0.28,9,56,0.163500416
1006,1876,500,0.29,9,48,0.161013993
1006,1876,500,0.31,7,58,0.166423771
1006,1876,500,0.32,4,47,0.165971123
1006,1876,500,0.33,4,60,0.163071343
1006,1876,500,0.35,1,47,0.161697681
1006,1876,500,0.36,2,60,0.16032559
1006,1876,500,0.38,1,48,0.165732225
1006,1876,500,0.39,9,57,0.16279944
1006,1876,500,0.4,1,55,0.164614749
1006,1876,500,0.42,6,60,0.162477242
1006,1876,500,0.43,4,49,0.167410797
1006,1876,500,0.44,8,60,0.163074487
1006,1876,500,0.46,3,55,0.164556596
1006,1876,500,0.47,2,56,0.165472895
1006,1876,500,0.49,8,48,0.169332981
1006,1876,500,0.5,3,56,0.169238679
1006,1876,500,0.51,3,54,0.167346357
1006,1876,500,0.53,10,61,0.163761318
1006,1876,500,0.54,3,50,0.168801748
1006,1876,500,0.56,5,56,0.162670561
1006,1876,500,0.57,7,48,0.160199854
1006,1876,500,0.58,5,59,0.164103948
1006,1876,500,0.6,7,54,0.168672869
1006,1876,500,0.61,7,61,0.165498042
1006,1876,500,0.63,2,45,0.165590772
1006,1876,500,0.64,6,58,0.160531482
1006,1876,500,0.65,3,45,0.166906282
1006,1876,500,0.67,3,56,0.159940524
1006,1876,500,0.68,10,54,0.160727944
1006,1876,500,0.69,10,61,0.161944437
1006,1876,500,0.71,2,47,0.162041882
1006,1876,500,0.72,5,57,0.162298069
1006,1876,500,0.74,1,50,0.165645782
1006,1876,500,0.75,9,61,0.161452496
1006,1876,500,0.76,4,47,0.166513358
1006,1876,500,0.78,1,61,0.168515699
1006,1876,500,0.79,2,54,0.162444236
1006,1876,500,0.81,1,58,0.162101607
1006,1876,500,0.82,6,48,0.162272922
1006,1876,500,0.83,3,58,0.163610435
1006,1876,500,0.85,10,47,0.16659823
1006,1876,500,0.86,5,61,0.161245032
1006,1876,500,0.88,2,50,0.16442143
1006,1876,500,0.89,8,60,0.169270113
1006,1876,500,0.9,8,48,0.167006871
1006,1876,500,0.92,3,56,0.166334185
1006,1876,500,0.93,5,56,0.163731456
1006,1876,500,0.94,3,58,0.165438318
1006,1876,500,0.96,3,54,0.16689528
1006,1876,500,0.97,1,56,0.16069651
1006,1876,500,0.99,4,45,0.164413572
1006,2642,600,0,5,81,0.220329099
1006,2642,600,0.01,1,65,0.225828996
1006,2642,600,0.03,7,81,0.214839746
1006,2642,600,0.04,4,71,0.224278987
1006,2642,600,0.06,1,85,0.224418171
1006,2642,600,0.07,6,69,0.22167244
1006,2642,600,0.08,10,79,0.220052839
1006,2642,600,0.1,7,64,0.213747358
1006,2642,600,0.11,6,87,0.214616207
1006,2642,600,0.13,10,65,0.227366353
1006,2642,600,0.14,7,87,0.225584369
1006,2642,600,0.15,1,68,0.223232994
1006,2642,600,0.17,4,83,0.216033358
1006,2642,600,0.18,8,78,0.216803091
1006,2642,600,0.19,5,82,0.22679907
1006,2642,600,0.21,2,76,0.220738217
1006,2642,600,0.22,10,86,0.214561377
1006,2642,600,0.24,7,65,0.214004638
1006,2642,600,0.25,7,80,0.223743337
1006,2642,600,0.26,10,71,0.215607369
1006,2642,600,0.28,1,85,0.217612892
1006,2642,600,0.29,2,68,0.219677462
1006,2642,600,0.31,10,80,0.227128052
1006,2642,600,0.32,8,64,0.220175152
1006,2642,600,0.33,8,85,0.221594413
1006,2642,600,0.35,6,72,0.225875391
1006,2642,600,0.36,8,85,0.220261615
1006,2642,600,0.38,3,72,0.221020804
1006,2642,600,0.39,3,86,0.219226167
1006,2642,600,0.4,4,63,0.217555953
1006,2642,600,0.42,7,84,0.213951917
1006,2642,600,0.43,9,76,0.216423497
1006,2642,600,0.44,8,82,0.225225863
1006,2642,600,0.46,7,65,0.223658983
1006,2642,600,0.47,2,83,0.213677766
1006,2642,600,0.49,7,76,0.21518138
1006,2642,600,0.5,2,80,0.223547214
1006,2642,600,0.51,2,69,0.220360732
1006,2642,600,0.53,5,81,0.2162337
1006,2642,600,0.54,7,64,0.226387843
